employee_id,full_name,division_id,role_title,employment_status,hire_date,reports_to,created_date
583,Wendy Gonzalez,retail,Cashier,active,2023-07-11,410,2026-07-30T00:16:10.967548
584,Thomas Cortez,retail,Regional Retail Lead,active,2022-03-20,362,2026-07-30T00:16:10.967696
585,Elizabeth Norton,retail,Cashier,active,2019-11-08,161,2026-07-30T00:16:10.967848
586,Nathan Torres,retail,Stock Clerk,active,2025-12-17,98,2026-07-30T00:16:10.967995
587,Debra Brown,retail,Store Manager,active,2021-08-28,504,2026-07-30T00:16:10.968147
588,Mackenzie Stokes,retail,Store Manager,active,2018-07-11,14,2026-07-30T00:16:10.968297
589,Alec Preston,retail,Regional Retail Lead,active,2021-04-30,420,2026-07-30T00:16:10.968446
590,Hannah Mitchell,retail,Stock Clerk,active,2025-06-14,,2026-07-30T00:16:10.968595
591,Amber Ramirez,retail,Regional Retail Lead,active,2017-12-24,101,2026-07-30T00:16:10.968745
592,Gary Jimenez,retail,Stock Clerk,active,2026-04-20,294,2026-07-30T00:16:10.968898
593,Karen Lutz,retail,Regional Retail Lead,on_leave,2024-10-25,296,2026-07-30T00:16:10.969049
594,Elizabeth Edwards,retail,Stock Clerk,active,2018-03-03,467,2026-07-30T00:16:10.969202
595,Nichole Mayo,retail,Store Manager,active,2020-05-26,400,2026-07-30T00:16:10.969354
596,James Blevins,retail,Store Manager,active,2017-04-16,258,2026-07-30T00:16:10.969502
597,Michael Larson,retail,Cashier,active,2021-04-01,,2026-07-30T00:16:10.969648
598,Tammy Ford,retail,Regional Retail Lead,active,2022-11-23,463,2026-07-30T00:16:10.969799
599,Lisa Roman,retail,Regional Retail Lead,active,2024-02-14,220,2026-07-30T00:16:10.969950
600,Nicolas Munoz,retail,Regional Retail Lead,active,2018-04-14,490,2026-07-30T00:16:10.970098
601,Ashley Walsh,logistics,Warehouse Supervisor,active,2024-07-07,,2026-07-30T00:16:10.970252
602,Cindy Diaz,logistics,Dispatcher,active,2024-01-14,,2026-07-30T00:16:10.970402
603,Jennifer White,logistics,Logistics Analyst,active,2025-06-21,,2026-07-30T00:16:10.970551
604,David Coleman,logistics,Warehouse Supervisor,active,2016-04-11,,2026-07-30T00:16:10.970698
605,Megan Perez,logistics,Logistics Analyst,active,2025-04-06,603,2026-07-30T00:16:10.970854
606,Robert Ayala,logistics,Logistics Analyst,terminated,2017-12-13,603,2026-07-30T00:16:10.971004
607,Erica Green,logistics,Warehouse Supervisor,active,2022-03-21,,2026-07-30T00:16:10.971155
608,Jeanette Dillon,logistics,Logistics Analyst,active,2016-11-08,602,2026-07-30T00:16:10.971307
609,Blake Carroll,logistics,Fleet Coordinator,active,2025-06-27,607,2026-07-30T00:16:10.971457
610,Dalton Kennedy,logistics,Logistics Analyst,active,2017-05-26,602,2026-07-30T00:16:10.971607
611,Rebecca Alexander,logistics,Warehouse Supervisor,active,2018-11-29,605,2026-07-30T00:16:10.971758
612,Adam Rodriguez,logistics,Fleet Coordinator,active,2025-04-15,601,2026-07-30T00:16:10.971906
613,Edward Conway,logistics,Warehouse Supervisor,active,2023-02-24,606,2026-07-30T00:16:10.972055
614,Rhonda Perry,logistics,Logistics Analyst,active,2024-09-20,613,2026-07-30T00:16:10.972207
615,Christopher Watkins,logistics,Fleet Coordinator,active,2017-07-05,604,2026-07-30T00:16:10.972356
616,Christopher Parker,logistics,Fleet Coordinator,active,2018-06-25,602,2026-07-30T00:16:10.972507
617,Nicole Williams,logistics,Warehouse Supervisor,active,2018-10-22,607,2026-07-30T00:16:10.972659
618,Michelle Bailey,logistics,Fleet Coordinator,active,2016-12-10,607,2026-07-30T00:16:10.972813
619,Cheryl Chen,logistics,Logistics Analyst,active,2020-09-09,,2026-07-30T00:16:10.972962
620,Latasha Horn,logistics,Warehouse Supervisor,active,2018-03-23,607,2026-07-30T00:16:10.973112
621,Matthew Robinson,logistics,Dispatcher,active,2022-08-19,609,2026-07-30T00:16:10.973260
622,Wayne Castro,logistics,Warehouse Supervisor,active,2021-02-12,605,2026-07-30T00:16:10.973408
623,Stephen Sanders,logistics,Fleet Coordinator,active,2025-06-05,603,2026-07-30T00:16:10.973556
624,Pam Clark,logistics,Dispatcher,active,2024-03-01,604,2026-07-30T00:16:10.973706
625,Jason Fox,logistics,Fleet Coordinator,terminated,2023-01-13,619,2026-07-30T00:16:10.973855
626,Eric Moore,logistics,Warehouse Supervisor,active,2020-05-04,623,2026-07-30T00:16:10.973999
627,David Garcia,logistics,Logistics Analyst,active,2016-08-28,,2026-07-30T00:16:10.974143
628,Melissa Salazar,logistics,Logistics Analyst,active,2024-07-10,604,2026-07-30T00:16:10.974371
629,Rebecca Rojas,logistics,Fleet Coordinator,active,2019-12-30,609,2026-07-30T00:16:10.974642
630,Alejandra Clark,logistics,Logistics Analyst,active,2017-01-06,628,2026-07-30T00:16:10.974804
631,Joel Thomas,logistics,Warehouse Supervisor,active,2020-11-28,628,2026-07-30T00:16:10.974955
632,Cody Hunt,logistics,Fleet Coordinator,active,2019-08-08,610,2026-07-30T00:16:10.975101
633,Juan Reese,logistics,Fleet Coordinator,active,2019-03-09,631,2026-07-30T00:16:10.975251
634,Crystal Pennington,logistics,Fleet Coordinator,active,2016-03-22,617,2026-07-30T00:16:10.975402
635,Lisa Bishop MD,logistics,Warehouse Supervisor,active,2020-11-08,603,2026-07-30T00:16:10.975565
636,Nancy Steele,logistics,Warehouse Supervisor,active,2018-05-26,617,2026-07-30T00:16:10.975716
637,Diane Aguirre,logistics,Warehouse Supervisor,active,2024-02-18,611,2026-07-30T00:16:10.975867
638,Linda Davis,logistics,Warehouse Supervisor,active,2019-03-11,621,2026-07-30T00:16:10.976023
639,Tammy Martin,logistics,Warehouse Supervisor,active,2016-06-05,,2026-07-30T00:16:10.976174
640,Christina Hernandez,logistics,Dispatcher,active,2017-04-05,,2026-07-30T00:16:10.976322
641,Rebekah Brown,logistics,Fleet Coordinator,active,2019-12-16,636,2026-07-30T00:16:10.976472
642,Sherri Ford,logistics,Warehouse Supervisor,active,2026-05-01,628,2026-07-30T00:16:10.976623
643,Jennifer Brown,logistics,Fleet Coordinator,active,2016-03-25,603,2026-07-30T00:16:10.976772
644,Cindy Kelly,logistics,Dispatcher,active,2017-01-16,630,2026-07-30T00:16:10.976922
645,Bradley Petersen,logistics,Warehouse Supervisor,active,2023-12-14,627,2026-07-30T00:16:10.977071
646,Sheila Bell,logistics,Dispatcher,active,2019-06-13,635,2026-07-30T00:16:10.977222
647,Patrick Jones,logistics,Logistics Analyst,active,2023-11-12,641,2026-07-30T00:16:10.977369
648,Jessica Weiss,logistics,Fleet Coordinator,active,2016-10-22,608,2026-07-30T00:16:10.977518
649,Timothy Parker,logistics,Warehouse Supervisor,active,2017-09-01,626,2026-07-30T00:16:10.977666
650,Amanda Knight,logistics,Fleet Coordinator,active,2021-02-12,,2026-07-30T00:16:10.977815
651,Meghan Williams,logistics,Logistics Analyst,terminated,2020-04-04,,2026-07-30T00:16:10.977964
652,Amanda Cunningham,logistics,Dispatcher,active,2023-03-31,,2026-07-30T00:16:10.978117
653,Jessica Cobb,logistics,Logistics Analyst,on_leave,2019-11-16,615,2026-07-30T00:16:10.978268
654,Christopher Ortiz,logistics,Logistics Analyst,active,2017-05-12,640,2026-07-30T00:16:10.978417
655,Samuel Charles,logistics,Warehouse Supervisor,active,2024-07-12,618,2026-07-30T00:16:10.978565
656,Darryl Wade III,logistics,Warehouse Supervisor,active,2019-12-06,616,2026-07-30T00:16:10.978725
657,Andrew Clark,logistics,Logistics Analyst,active,2022-05-11,616,2026-07-30T00:16:10.978873
658,Paul Davis,logistics,Dispatcher,active,2019-03-24,629,2026-07-30T00:16:10.979020
659,Melissa Peck,logistics,Fleet Coordinator,active,2020-02-10,619,2026-07-30T00:16:10.979170
660,Corey Santos,logistics,Dispatcher,active,2022-08-31,631,2026-07-30T00:16:10.979318
661,Timothy Henderson,logistics,Logistics Analyst,active,2017-03-27,623,2026-07-30T00:16:10.979465
662,Christopher Harper,logistics,Logistics Analyst,active,2020-07-10,643,2026-07-30T00:16:10.979612
663,Kiara Freeman,logistics,Warehouse Supervisor,active,2017-09-10,,2026-07-30T00:16:10.979760
664,Allen Hicks,logistics,Dispatcher,active,2017-03-27,617,2026-07-30T00:16:10.979907
665,Matthew Marshall,logistics,Fleet Coordinator,active,2019-02-25,627,2026-07-30T00:16:10.980059
666,Amanda Kelley,logistics,Fleet Coordinator,active,2025-07-16,619,2026-07-30T00:16:10.980211
667,Robert Hamilton,logistics,Warehouse Supervisor,active,2024-06-21,621,2026-07-30T00:16:10.980359
668,Michelle Nelson,logistics,Dispatcher,active,2017-11-04,,2026-07-30T00:16:10.980511
669,David Caldwell,logistics,Warehouse Supervisor,active,2017-01-21,601,2026-07-30T00:16:10.980659
670,James Mcdaniel,logistics,Dispatcher,on_leave,2017-12-21,650,2026-07-30T00:16:10.980808
671,Travis Campbell,logistics,Warehouse Supervisor,active,2022-12-23,662,2026-07-30T00:16:10.980956
672,Lisa Roman,logistics,Warehouse Supervisor,active,2021-09-10,645,2026-07-30T00:16:10.981107
673,Michael Olsen,logistics,Dispatcher,active,2016-07-09,630,2026-07-30T00:16:10.981255
674,Daniel Spencer,logistics,Warehouse Supervisor,active,2024-05-30,669,2026-07-30T00:16:10.981406
675,Rebecca Barry,logistics,Warehouse Supervisor,active,2024-08-01,612,2026-07-30T00:16:10.981558
676,Craig Flynn,logistics,Warehouse Supervisor,active,2020-07-15,635,2026-07-30T00:16:10.981707
677,Micheal Bailey,logistics,Logistics Analyst,on_leave,2016-03-28,643,2026-07-30T00:16:10.981855
678,Cynthia Sandoval,logistics,Warehouse Supervisor,active,2022-10-11,637,2026-07-30T00:16:10.982005
679,Julie Johnson,logistics,Fleet Coordinator,terminated,2017-06-29,641,2026-07-30T00:16:10.982163
680,Ashley Stephens,logistics,Warehouse Supervisor,active,2020-07-07,626,2026-07-30T00:16:10.982314
681,Terry Miller,logistics,Dispatcher,terminated,2017-12-02,606,2026-07-30T00:16:10.982464
682,Maria Harper,logistics,Warehouse Supervisor,active,2025-07-22,,2026-07-30T00:16:10.982613
683,Cynthia Lloyd,logistics,Dispatcher,terminated,2016-04-23,670,2026-07-30T00:16:10.982828
684,Brenda Palmer,logistics,Logistics Analyst,active,2016-01-06,606,2026-07-30T00:16:10.982981
685,Diana Wilson,logistics,Dispatcher,active,2025-12-11,661,2026-07-30T00:16:10.983133
686,Susan Bush,logistics,Warehouse Supervisor,terminated,2026-06-20,651,2026-07-30T00:16:10.983285
687,Natalie Bailey,logistics,Logistics Analyst,active,2025-08-27,,2026-07-30T00:16:10.983436
688,Michael Booker,logistics,Warehouse Supervisor,active,2024-07-10,605,2026-07-30T00:16:10.983584
689,Mrs. Stacy Wells,logistics,Fleet Coordinator,active,2019-02-27,660,2026-07-30T00:16:10.983746
690,Rachel Chandler,logistics,Dispatcher,active,2017-08-07,630,2026-07-30T00:16:10.983897
691,Stephanie Allen,logistics,Logistics Analyst,active,2018-02-15,610,2026-07-30T00:16:10.984053
692,Jessica Barber,logistics,Warehouse Supervisor,active,2019-08-13,636,2026-07-30T00:16:10.984205
693,James Hampton,logistics,Dispatcher,active,2023-01-20,616,2026-07-30T00:16:10.984354
694,John Bates,logistics,Dispatcher,active,2025-03-31,617,2026-07-30T00:16:10.984502
695,Michael Walker,logistics,Fleet Coordinator,active,2022-06-28,613,2026-07-30T00:16:10.984650
696,Alyssa Mullen,logistics,Dispatcher,active,2023-11-28,660,2026-07-30T00:16:10.984800
697,Caleb Park,logistics,Dispatcher,on_leave,2026-02-28,689,2026-07-30T00:16:10.984949
698,Robert Allen,logistics,Logistics Analyst,on_leave,2024-04-08,617,2026-07-30T00:16:10.985097
699,Timothy Delgado,logistics,Fleet Coordinator,on_leave,2026-04-20,,2026-07-30T00:16:10.985243
700,Mary Allen,logistics,Dispatcher,active,2021-12-06,646,2026-07-30T00:16:10.985393
701,Douglas Bryant,logistics,Dispatcher,active,2021-01-31,688,2026-07-30T00:16:10.985541
702,Amanda Simpson,logistics,Logistics Analyst,active,2019-02-17,619,2026-07-30T00:16:10.985691
703,Deanna Newman,logistics,Fleet Coordinator,active,2026-06-30,669,2026-07-30T00:16:10.985842
704,Mary Cruz,logistics,Dispatcher,active,2019-05-01,611,2026-07-30T00:16:10.985992
705,Jennifer Campbell,logistics,Warehouse Supervisor,active,2018-04-30,,2026-07-30T00:16:10.986145
706,Kenneth Smith,logistics,Warehouse Supervisor,active,2024-01-15,679,2026-07-30T00:16:10.986294
707,Seth Ramsey,logistics,Logistics Analyst,active,2021-06-05,694,2026-07-30T00:16:10.986442
708,Matthew Chang,logistics,Dispatcher,active,2016-08-29,614,2026-07-30T00:16:10.986590
709,Tammy Espinoza,logistics,Dispatcher,active,2020-11-19,659,2026-07-30T00:16:10.986739
710,Andrew Cabrera,logistics,Warehouse Supervisor,active,2025-06-27,699,2026-07-30T00:16:10.986887
711,Mark Nixon,logistics,Fleet Coordinator,active,2025-08-05,647,2026-07-30T00:16:10.987036
712,Roger Medina,logistics,Dispatcher,active,2018-01-19,602,2026-07-30T00:16:10.987183
713,Kimberly Powell,logistics,Warehouse Supervisor,active,2016-03-06,602,2026-07-30T00:16:10.987333
714,Jeanette Jackson,logistics,Logistics Analyst,active,2026-01-28,,2026-07-30T00:16:10.987483
715,David Weaver,logistics,Dispatcher,active,2023-08-20,695,2026-07-30T00:16:10.987630
716,Tony White,logistics,Warehouse Supervisor,on_leave,2018-12-16,635,2026-07-30T00:16:10.987777
717,Cynthia King,logistics,Dispatcher,active,2017-10-02,642,2026-07-30T00:16:10.987927
718,Erin Patrick,logistics,Warehouse Supervisor,active,2023-03-11,635,2026-07-30T00:16:10.988083
719,Christopher Rodriguez,logistics,Warehouse Supervisor,active,2026-01-02,602,2026-07-30T00:16:10.988231
720,Vanessa Wyatt,logistics,Dispatcher,active,2018-03-26,677,2026-07-30T00:16:10.988382
721,Nathan Parker,logistics,Warehouse Supervisor,active,2019-06-09,,2026-07-30T00:16:10.988529
722,Eddie Gomez,logistics,Fleet Coordinator,active,2019-10-08,673,2026-07-30T00:16:10.988677
723,Janice Miller,logistics,Logistics Analyst,active,2020-12-25,678,2026-07-30T00:16:10.988828
724,Christian Roy,logistics,Warehouse Supervisor,active,2023-10-07,666,2026-07-30T00:16:10.988975
725,Grace Cooper,logistics,Fleet Coordinator,active,2024-10-13,638,2026-07-30T00:16:10.989126
726,Benjamin Ruiz,logistics,Fleet Coordinator,active,2016-01-17,613,2026-07-30T00:16:10.989274
727,Barbara Olsen,logistics,Warehouse Supervisor,active,2023-02-11,634,2026-07-30T00:16:10.989425
728,Larry Wheeler,logistics,Warehouse Supervisor,active,2021-07-31,720,2026-07-30T00:16:10.989573
729,Terry Rocha,logistics,Dispatcher,active,2025-12-13,727,2026-07-30T00:16:10.989722
730,Darren Hernandez,logistics,Warehouse Supervisor,active,2025-07-15,693,2026-07-30T00:16:10.989961
731,Stephanie Madden,logistics,Dispatcher,active,2016-05-16,707,2026-07-30T00:16:10.990255
732,Katherine Caldwell,logistics,Logistics Analyst,active,2025-12-10,,2026-07-30T00:16:10.990420
733,Wyatt Reynolds,logistics,Warehouse Supervisor,on_leave,2025-10-10,639,2026-07-30T00:16:10.990576
734,Brian Pratt,logistics,Dispatcher,active,2021-09-19,651,2026-07-30T00:16:10.990729
735,Melissa Noble,logistics,Fleet Coordinator,active,2018-09-29,722,2026-07-30T00:16:10.990884
736,Jonathan Cohen,logistics,Warehouse Supervisor,active,2019-03-22,663,2026-07-30T00:16:10.991039
737,Jeremy Flores,logistics,Fleet Coordinator,active,2017-07-25,,2026-07-30T00:16:10.991189
738,Harold Leonard,logistics,Logistics Analyst,active,2021-12-31,723,2026-07-30T00:16:10.991342
739,Joel Williams,logistics,Warehouse Supervisor,active,2020-06-11,617,2026-07-30T00:16:10.991494
740,Joseph Morgan MD,logistics,Warehouse Supervisor,active,2022-02-02,695,2026-07-30T00:16:10.991663
741,Stephanie Gonzalez,logistics,Logistics Analyst,active,2019-03-18,718,2026-07-30T00:16:10.991814
742,Melissa Wilson,logistics,Warehouse Supervisor,active,2019-06-25,664,2026-07-30T00:16:10.991964
743,Gary Knight,logistics,Dispatcher,active,2017-12-28,655,2026-07-30T00:16:10.992112
744,Wendy Adams,logistics,Warehouse Supervisor,active,2016-06-26,,2026-07-30T00:16:10.992261
745,Christina Wise,logistics,Warehouse Supervisor,active,2016-05-05,,2026-07-30T00:16:10.992411
746,Adrienne Moore,logistics,Logistics Analyst,active,2022-09-11,742,2026-07-30T00:16:10.992562
747,Dustin Thompson,logistics,Logistics Analyst,active,2022-11-26,602,2026-07-30T00:16:10.992710
748,Patrick Hunt,logistics,Warehouse Supervisor,active,2016-07-16,709,2026-07-30T00:16:10.992858
749,Timothy Williams,logistics,Logistics Analyst,active,2021-12-11,745,2026-07-30T00:16:10.993005
750,Adam Roberts,logistics,Warehouse Supervisor,active,2018-06-05,602,2026-07-30T00:16:10.993153
751,Eric Wright,logistics,Warehouse Supervisor,active,2016-06-07,618,2026-07-30T00:16:10.993300
752,Denise Zavala,logistics,Dispatcher,active,2022-08-29,,2026-07-30T00:16:10.993448
753,Anna Robinson,logistics,Fleet Coordinator,active,2025-04-11,729,2026-07-30T00:16:10.993607
754,Karen Austin,logistics,Warehouse Supervisor,active,2022-05-05,708,2026-07-30T00:16:10.993759
755,Monica Page,logistics,Logistics Analyst,active,2017-09-27,720,2026-07-30T00:16:10.993910
756,Cindy Chambers,logistics,Logistics Analyst,active,2017-09-19,656,2026-07-30T00:16:10.994060
757,Michael Lloyd,logistics,Logistics Analyst,active,2025-02-01,,2026-07-30T00:16:10.994207
758,Matthew Robertson,logistics,Logistics Analyst,active,2018-12-22,,2026-07-30T00:16:10.994353
759,Laura Stafford,logistics,Warehouse Supervisor,active,2026-03-17,623,2026-07-30T00:16:10.994504
760,Caitlin Hood,logistics,Logistics Analyst,active,2024-12-25,660,2026-07-30T00:16:10.994654
761,Tamara Stephens,logistics,Fleet Coordinator,on_leave,2021-06-26,707,2026-07-30T00:16:10.994805
762,Ashley Fisher,logistics,Dispatcher,active,2022-04-28,693,2026-07-30T00:16:10.994958
763,Michelle Landry,logistics,Warehouse Supervisor,active,2022-09-18,669,2026-07-30T00:16:10.995108
764,Jose Carter DDS,logistics,Warehouse Supervisor,active,2016-12-07,670,2026-07-30T00:16:10.995267
765,Roy Barrera,logistics,Dispatcher,on_leave,2025-10-29,756,2026-07-30T00:16:10.995414
766,Michele Kim,logistics,Warehouse Supervisor,active,2022-05-24,616,2026-07-30T00:16:10.995564
767,Lori Stewart,logistics,Fleet Coordinator,active,2026-03-20,740,2026-07-30T00:16:10.995719
768,Jerry Wu,logistics,Dispatcher,active,2017-03-26,,2026-07-30T00:16:10.995865
769,Randy Davis,logistics,Logistics Analyst,active,2025-06-29,628,2026-07-30T00:16:10.996014
770,Ms. Gwendolyn White,logistics,Fleet Coordinator,active,2017-07-31,709,2026-07-30T00:16:10.996176
771,Scott Dickerson,logistics,Warehouse Supervisor,on_leave,2024-09-02,667,2026-07-30T00:16:10.996324
772,Michael Buchanan,logistics,Fleet Coordinator,active,2019-03-16,680,2026-07-30T00:16:10.996471
773,Tiffany Martinez,logistics,Dispatcher,active,2019-11-13,714,2026-07-30T00:16:10.996621
774,Albert Williams,logistics,Fleet Coordinator,active,2016-11-16,735,2026-07-30T00:16:10.996770
775,Edward Herring,logistics,Dispatcher,active,2022-12-02,693,2026-07-30T00:16:10.996918
776,Joseph Jones,logistics,Dispatcher,active,2025-12-10,729,2026-07-30T00:16:10.997065
777,Nicole Guzman,logistics,Warehouse Supervisor,active,2023-01-09,,2026-07-30T00:16:10.997214
778,Richard West,logistics,Fleet Coordinator,active,2023-04-10,761,2026-07-30T00:16:10.997367
779,Tiffany Rivera,logistics,Fleet Coordinator,active,2024-09-29,603,2026-07-30T00:16:10.997519
780,Jeff Robinson,logistics,Logistics Analyst,active,2024-03-17,669,2026-07-30T00:16:10.997672
781,Samantha Williams,logistics,Dispatcher,active,2018-02-10,659,2026-07-30T00:16:10.997823
782,Keith Harding,logistics,Fleet Coordinator,on_leave,2016-12-05,,2026-07-30T00:16:10.997971
783,Lori Smith,logistics,Warehouse Supervisor,active,2022-09-12,777,2026-07-30T00:16:10.998122
784,Ricky Webster,logistics,Logistics Analyst,active,2018-02-10,602,2026-07-30T00:16:10.998270
785,Shannon Jones,logistics,Dispatcher,active,2024-07-04,615,2026-07-30T00:16:10.998420
786,Allison Matthews,logistics,Logistics Analyst,active,2021-11-29,659,2026-07-30T00:16:10.998570
787,Connie Dean,logistics,Logistics Analyst,active,2025-12-01,653,2026-07-30T00:16:10.998721
788,Andrew Bennett,logistics,Logistics Analyst,active,2026-03-03,736,2026-07-30T00:16:10.998868
789,Lisa Patel,logistics,Dispatcher,active,2023-05-05,648,2026-07-30T00:16:10.999020
790,Dr. Joshua Miranda,logistics,Logistics Analyst,active,2019-03-01,610,2026-07-30T00:16:10.999178
791,Theresa Santiago,logistics,Logistics Analyst,active,2022-05-12,650,2026-07-30T00:16:10.999329
792,Erin Sharp,logistics,Fleet Coordinator,active,2024-01-13,657,2026-07-30T00:16:10.999489
793,Adam Herrera,logistics,Fleet Coordinator,active,2024-08-14,609,2026-07-30T00:16:10.999642
794,Tyler Mccullough,logistics,Logistics Analyst,terminated,2020-03-11,659,2026-07-30T00:16:10.999791
795,Carrie Stewart,logistics,Fleet Coordinator,active,2023-09-22,,2026-07-30T00:16:10.999940
796,Melissa Cannon,logistics,Warehouse Supervisor,active,2025-06-09,758,2026-07-30T00:16:11.000093
797,Mr. Justin Wolf II,logistics,Fleet Coordinator,active,2018-06-07,727,2026-07-30T00:16:11.000262
798,Javier Norris,logistics,Dispatcher,active,2021-07-26,601,2026-07-30T00:16:11.000411
799,Jaime Flores,logistics,Logistics Analyst,active,2020-06-28,791,2026-07-30T00:16:11.000563
800,Joseph Horn,logistics,Warehouse Supervisor,active,2022-06-07,645,2026-07-30T00:16:11.000712
801,Norma Davis,logistics,Fleet Coordinator,active,2016-05-09,701,2026-07-30T00:16:11.000863
802,Maria Walton,logistics,Logistics Analyst,active,2016-03-02,745,2026-07-30T00:16:11.001015
803,Peter Malone,logistics,Fleet Coordinator,active,2022-02-05,787,2026-07-30T00:16:11.001164
804,Wanda Graham,logistics,Fleet Coordinator,active,2021-04-22,687,2026-07-30T00:16:11.001314
805,Sandra Jones,logistics,Logistics Analyst,active,2017-06-05,682,2026-07-30T00:16:11.001465
806,Michael Huang,logistics,Warehouse Supervisor,active,2024-05-26,697,2026-07-30T00:16:11.001617
807,Stuart Snow,logistics,Warehouse Supervisor,active,2021-08-31,731,2026-07-30T00:16:11.001767
808,Justin Anderson,logistics,Fleet Coordinator,active,2016-05-12,771,2026-07-30T00:16:11.001915
809,Tiffany Burke,logistics,Fleet Coordinator,active,2021-06-22,,2026-07-30T00:16:11.002065
810,Kathryn Fitzgerald,logistics,Fleet Coordinator,active,2019-10-20,686,2026-07-30T00:16:11.002214
811,Emily Hudson,logistics,Dispatcher,active,2018-03-06,607,2026-07-30T00:16:11.002366
812,Terry Martin,logistics,Warehouse Supervisor,active,2017-08-22,721,2026-07-30T00:16:11.002514
813,James Steele,logistics,Dispatcher,active,2016-05-18,679,2026-07-30T00:16:11.002664
814,Sara Gilbert,logistics,Logistics Analyst,on_leave,2018-07-01,,2026-07-30T00:16:11.002814
815,Jennifer West,logistics,Dispatcher,active,2022-01-25,757,2026-07-30T00:16:11.002964
816,Rickey Miles,logistics,Dispatcher,active,2024-08-05,629,2026-07-30T00:16:11.003111
817,Stephanie Taylor,logistics,Fleet Coordinator,active,2025-04-30,759,2026-07-30T00:16:11.003262
818,Zachary Johnson,logistics,Warehouse Supervisor,active,2018-12-28,657,2026-07-30T00:16:11.003410
819,Ronnie Martin,logistics,Logistics Analyst,active,2021-05-23,699,2026-07-30T00:16:11.003558
820,Cody Scott,logistics,Dispatcher,terminated,2016-06-01,770,2026-07-30T00:16:11.003712
821,Richard Bailey,logistics,Logistics Analyst,active,2017-08-25,603,2026-07-30T00:16:11.003862
822,Heather Cervantes,logistics,Fleet Coordinator,active,2026-02-01,791,2026-07-30T00:16:11.004013
823,Suzanne Romero,logistics,Fleet Coordinator,active,2025-04-15,750,2026-07-30T00:16:11.004163
824,Joseph Hernandez,logistics,Warehouse Supervisor,active,2017-08-03,623,2026-07-30T00:16:11.004312
825,Marcus Padilla,logistics,Fleet Coordinator,active,2017-12-10,758,2026-07-30T00:16:11.004459
826,Jasmine Irwin,logistics,Dispatcher,on_leave,2026-02-23,773,2026-07-30T00:16:11.004610
827,Paige Stewart,logistics,Fleet Coordinator,active,2018-04-23,621,2026-07-30T00:16:11.004761
828,April Blair,logistics,Logistics Analyst,active,2016-03-16,641,2026-07-30T00:16:11.004910
829,Dawn Spencer,logistics,Dispatcher,active,2020-12-22,607,2026-07-30T00:16:11.005448
830,Christopher Nelson DDS,logistics,Dispatcher,active,2021-10-19,,2026-07-30T00:16:11.005855
831,Johnathan Jones,logistics,Warehouse Supervisor,active,2024-12-01,785,2026-07-30T00:16:11.006242
832,Kristine Porter,logistics,Logistics Analyst,active,2024-02-06,671,2026-07-30T00:16:11.006618
833,Teresa Little,logistics,Dispatcher,active,2022-10-08,724,2026-07-30T00:16:11.006943
834,Linda Mendoza,logistics,Fleet Coordinator,active,2021-07-19,608,2026-07-30T00:16:11.007203
835,Nicole Baird,logistics,Logistics Analyst,active,2018-12-03,798,2026-07-30T00:16:11.007439
836,Nicholas Anderson,logistics,Fleet Coordinator,active,2026-03-27,772,2026-07-30T00:16:11.007696
837,Wayne Moore MD,logistics,Dispatcher,active,2022-02-17,832,2026-07-30T00:16:11.007947
838,Dr. Charles Lawrence,logistics,Logistics Analyst,active,2017-12-19,624,2026-07-30T00:16:11.008197
839,Daniel Romero,logistics,Dispatcher,active,2023-06-22,827,2026-07-30T00:16:11.008491
840,Kelly Bennett,logistics,Dispatcher,active,2026-03-12,,2026-07-30T00:16:11.008801
841,Brooke Johnson,logistics,Dispatcher,active,2020-06-05,722,2026-07-30T00:16:11.009063
842,Curtis Taylor,logistics,Warehouse Supervisor,on_leave,2017-02-24,,2026-07-30T00:16:11.009335
843,Robert Murphy,logistics,Fleet Coordinator,active,2016-10-03,,2026-07-30T00:16:11.009587
844,Anthony Glover,logistics,Fleet Coordinator,active,2018-04-21,607,2026-07-30T00:16:11.009870
845,Julie Sutton,logistics,Logistics Analyst,active,2025-08-10,817,2026-07-30T00:16:11.010119
846,Teresa Gutierrez,logistics,Fleet Coordinator,active,2020-10-04,806,2026-07-30T00:16:11.010358
847,Jodi Solomon,logistics,Logistics Analyst,on_leave,2024-11-24,775,2026-07-30T00:16:11.010598
848,Erin Hinton,logistics,Fleet Coordinator,active,2022-03-12,683,2026-07-30T00:16:11.010856
849,Laurie Hawkins,logistics,Dispatcher,active,2016-12-18,,2026-07-30T00:16:11.011105
850,Justin Mann,logistics,Dispatcher,active,2023-05-18,816,2026-07-30T00:16:11.011332
851,Johnathan Terry,logistics,Logistics Analyst,active,2021-03-15,684,2026-07-30T00:16:11.011562
852,Kathy Green,logistics,Dispatcher,active,2017-09-12,697,2026-07-30T00:16:11.011749
853,Kimberly Davidson,logistics,Logistics Analyst,active,2021-12-05,,2026-07-30T00:16:11.011932
854,George Walker,logistics,Warehouse Supervisor,active,2020-07-26,705,2026-07-30T00:16:11.012112
855,Shawn Franklin,logistics,Warehouse Supervisor,active,2019-01-19,670,2026-07-30T00:16:11.012293
856,Benjamin Blackwell,logistics,Warehouse Supervisor,terminated,2021-04-05,617,2026-07-30T00:16:11.012474
