customer_id,full_name,date_of_birth,primary_contact,registered_country,consent_retail_personalisation,consent_cross_division_financial_view,created_date
23628,Allison Allen,1953-08-23,+233776010063,Ghana,False,False,2024-06-20
23629,Erin Hobbs,1969-05-31,+233760567449,Ghana,True,False,2020-10-08
23630,Brenda Harrington,1995-07-06,+234767662386,Nigeria,True,False,2022-12-07
23631,Tiffany Hoffman,1984-05-06,+234772410909,Nigeria,False,False,2025-07-11
23632,Samantha Johnson,1950-10-13,+233774721918,Ghana,True,False,2020-03-10
23633,Julie Hayes,1959-03-06,+234727365373,Nigeria,True,True,2020-01-26
23634,Cassandra Daniel,1953-02-25,+234900048923,Nigeria,True,True,2019-02-28
23635,Ashley Montoya,2008-01-24,+234807637120,Nigeria,False,False,2026-05-01
23636,Joseph Franklin,1956-07-06,+234711634201,Nigeria,True,False,2025-05-21
23637,Rebekah Farrell,1985-05-20,+234862533794,Nigeria,True,False,2023-08-25
23638,Julie Davenport,1964-06-18,+254772364290,Kenya,False,False,2024-10-06
23639,Hannah Nash,1998-02-10,+234703449203,Nigeria,True,False,2023-02-08
23640,Mario Phillips DDS,1973-09-03,+234895601660,Nigeria,True,True,2025-06-22
23641,Jennifer White,2000-02-05,+234791495841,Nigeria,True,True,2024-01-21
23642,Jennifer Williams,1987-06-12,+234732345922,Nigeria,False,True,2024-06-02
23643,Robert Gonzalez,1984-03-29,+234851683540,Nigeria,False,False,2020-12-23
23644,Christine Cox DDS,1976-03-29,+234891800339,Nigeria,True,False,2024-12-08
23645,Michael Krause,1976-12-06,+234789319980,Nigeria,True,False,2023-04-28
23646,Ryan Salazar,2005-02-27,+254719965146,Kenya,True,True,2019-06-17
23647,Joshua Alexander,1990-12-26,+233757000368,Ghana,True,False,2026-05-11
23648,Keith Wells,1953-01-24,+233831050262,Ghana,True,False,2020-03-07
23649,Jo Lee,1981-09-24,+254800154430,Kenya,True,False,2022-10-21
23650,Timothy Smith,1960-08-11,+234808292662,Nigeria,True,True,2019-10-05
23651,Jacqueline Horton,1990-09-03,+233882223869,Ghana,True,True,2022-07-16
23652,Shannon Dixon,1953-04-23,+234855592312,Nigeria,True,False,2019-12-11
23653,Richard Scott,1977-05-25,+254709259093,Kenya,False,False,2021-11-22
23654,Bill Anderson,1973-09-09,+234809157649,Nigeria,True,False,2025-10-23
23655,Aimee Bond,1985-02-21,+233728971850,Ghana,False,False,2024-05-12
23656,Sara Ward,1958-04-20,+234817569723,Nigeria,True,False,2022-07-01
23657,Ivan Aguilar,2005-06-13,+254834785698,Kenya,False,False,2019-01-09
23658,Dr. Casey Stone,1986-12-25,+234812463365,Nigeria,False,False,2020-08-10
23659,Ricky Mahoney,1975-03-22,+234710701925,Nigeria,False,False,2022-10-12
23660,Richard Carrillo,1985-07-31,+233800941665,Ghana,False,False,2023-08-09
23661,Daniel Sharp,1976-12-05,+234725817714,Nigeria,True,False,2024-09-29
23662,Kevin Fisher,1994-06-03,+233820713982,Ghana,False,True,2019-02-09
23663,Paula Juarez,1967-10-04,+234883951750,Nigeria,True,False,2024-08-11
23664,Dawn Becker,1985-03-06,+233834578547,Ghana,True,False,2026-02-11
23665,Jeremy Campbell,1962-11-18,+233885812798,Ghana,True,False,2026-05-17
23666,Kyle Ochoa,1953-08-17,+234897062876,Nigeria,True,True,2024-05-20
23667,Megan Jacobs,2006-06-09,+234847397369,Nigeria,True,False,2021-01-08
23668,Rebecca Bentley,1982-04-13,+233727322843,Ghana,False,True,2025-07-08
23669,Jennifer Parker,1957-04-07,+233852854465,Ghana,True,False,2024-03-06
23670,Anthony Flowers,1992-08-09,+234888363464,Nigeria,False,True,2021-07-02
23671,Tara Meyer,1963-11-30,+234761727383,Nigeria,True,False,2021-06-22
23672,Walter Hughes,1959-05-31,+254730407466,Kenya,True,False,2022-02-09
23673,Christopher Jefferson,1988-05-31,+234846775571,Nigeria,True,False,2022-08-29
23674,Brandon Morrison,1970-04-11,+234770753475,Nigeria,True,False,2025-10-25
23675,David Santos,1968-02-08,+234889324233,Nigeria,False,True,2023-03-10
23676,Karen Odom,1966-09-03,+234881963190,Nigeria,False,True,2025-08-10
23677,Jose Reyes,1957-06-27,+234756180098,Nigeria,True,True,2025-02-25
23678,Christina Green,1956-08-03,+254822012995,Kenya,False,False,2024-06-20
23679,Chelsea Aguirre,2004-04-04,+234786482648,Nigeria,True,False,2022-04-24
23680,Stephen Anderson,1996-03-01,+254829813910,Kenya,False,False,2025-03-07
23681,Laura Young,1964-06-24,+233758468596,Ghana,False,False,2025-08-19
23682,Melissa Contreras,1959-09-16,+234727241811,Nigeria,True,True,2020-04-03
23683,Lee Perry,1961-03-25,+234745838679,Nigeria,True,False,2023-05-22
23684,Allen Bell,1975-06-25,+234749106783,Nigeria,True,False,2020-05-17
23685,Ashley Carroll,1968-03-03,+234821564534,Nigeria,False,True,2020-02-14
23686,Taylor Brown,1979-05-02,+234830903231,Nigeria,True,False,2019-05-28
23687,Jessica Myers,1979-10-14,+233739443473,Ghana,True,False,2025-12-12
23688,Ronald Johnson,1982-06-20,+234805492865,Nigeria,True,False,2021-01-13
23689,Randall Hamilton,1992-06-07,+233755098526,Ghana,False,False,2025-05-11
23690,Antonio Anderson,2000-11-09,+254898135174,Kenya,True,True,2025-01-15
23691,Catherine Hancock,2004-01-05,+234857262659,Nigeria,False,True,2020-02-18
23692,Jackie Martinez,1966-04-18,+234713351495,Nigeria,True,True,2023-02-22
23693,Mrs. Jamie Mitchell,1981-02-03,+234707606356,Nigeria,False,False,2023-03-18
23694,Mariah Castillo,1968-01-11,+234845569813,Nigeria,True,True,2019-08-27
23695,Justin Webb,1986-01-02,+234861735383,Nigeria,True,False,2025-12-04
23696,Teresa Smith,2001-07-31,+234813857154,Nigeria,True,False,2023-05-04
23697,Tony Gibbs,1966-06-17,+234833129084,Nigeria,False,False,2024-04-26
23698,Michael Baker,2000-10-30,+234879090549,Nigeria,False,False,2025-10-18
23699,Makayla Everett,2000-03-04,+233839258112,Ghana,False,False,2022-04-15
23700,Lindsey Lee,1977-09-12,+234712687648,Nigeria,True,True,2021-05-01
23701,Steven Pearson,1981-11-14,+234849095775,Nigeria,True,False,2021-09-30
23702,Mr. Thomas Mcdonald,1955-05-14,+234776808914,Nigeria,False,False,2024-07-28
23703,Daniel Love,1956-12-15,+234800820880,Nigeria,True,False,2019-03-11
23704,Ricky Williams,2006-01-07,+254705037351,Kenya,True,True,2025-09-10
23705,Keith Singh,1973-03-20,+234835526942,Nigeria,True,False,2025-08-21
23706,Laura Sanchez,2003-06-02,+234770298819,Nigeria,True,True,2025-05-13
23707,Nicole Dunn,1983-07-01,+234836799659,Nigeria,False,False,2022-08-14
23708,Matthew Edwards,1954-06-20,+234851443865,Nigeria,True,False,2021-01-25
23709,Timothy Wagner,1991-05-27,+234720148387,Nigeria,True,False,2024-05-18
23710,Brenda Calderon,1996-03-14,+234885066009,Nigeria,True,True,2025-08-14
23711,George Gaines,1985-09-27,+234878661093,Nigeria,True,True,2022-07-09
23712,Chelsea Hickman,1964-11-30,+233893336560,Ghana,True,True,2020-08-13
23713,Richard Valencia,1962-11-22,+233781716788,Ghana,False,False,2022-05-24
23714,Brittany Lee,1974-04-08,+234848746982,Nigeria,True,False,2022-08-02
23715,Stuart Pollard,1956-02-11,+234837729421,Nigeria,True,True,2021-08-10
23716,Tanya Martinez,1960-03-26,+234838231483,Nigeria,False,False,2019-09-14
23717,Gary Steele Jr.,1950-09-20,+234888311392,Nigeria,False,False,2020-04-08
23718,Henry Gomez,2001-09-24,+234747028655,Nigeria,False,False,2022-07-09
23719,Crystal James,1972-11-17,+234739589394,Nigeria,True,False,2021-04-08
23720,Amber Rodriguez,2002-09-23,+254889478688,Kenya,True,True,2026-05-15
23721,Andrea Hubbard,1984-11-23,+234806434734,Nigeria,True,False,2025-10-08
23722,April Ingram,1958-07-10,+254837422438,Kenya,False,False,2019-06-26
23723,Kevin Adams,1975-01-22,+254775588351,Kenya,True,False,2026-03-02
23724,Mark Evans,1959-09-24,+233850057015,Ghana,True,True,2019-09-28
23725,Calvin Nelson,1956-09-30,+234717567814,Nigeria,True,False,2022-03-29
23726,Olivia Garrison,1989-01-01,+234895593795,Nigeria,True,False,2020-06-20
23727,Katie Scott,1990-04-08,+234700282664,Nigeria,False,False,2025-05-07
23728,Jesus Diaz,1970-10-18,+234889445699,Nigeria,True,False,2021-05-21
23729,David Bennett,1979-04-30,+234766418513,Nigeria,False,False,2019-10-01
23730,Donald Frank,1960-11-07,+234718033425,Nigeria,False,False,2021-08-26
23731,Crystal Ball,2000-02-21,+233901716892,Ghana,True,False,2024-07-09
23732,Brandy Velez,1961-07-26,+234895673263,Nigeria,True,False,2020-06-02
23733,Amanda Wiley,1951-05-16,+234786756355,Nigeria,False,False,2020-07-14
23734,Ryan Nichols,1960-10-23,+234774047473,Nigeria,True,True,2021-12-20
23735,Dr. Deborah Goodman,1987-12-15,+234704893783,Nigeria,False,True,2025-10-30
23736,Stephanie Bauer,1973-05-08,+234878752504,Nigeria,True,False,2026-04-08
23737,Roger Patel,1971-09-01,+254887579275,Kenya,True,True,2024-01-01
23738,Leah Copeland,1979-04-29,+234726023028,Nigeria,True,True,2020-12-20
23739,Bruce Nichols,1976-12-25,+234895087179,Nigeria,False,False,2022-04-08
23740,Joseph Wang,1979-08-21,+234760909808,Nigeria,True,True,2024-07-25
23741,Mary Hamilton,1989-04-05,+234737031911,Nigeria,False,False,2019-05-04
23742,Helen Conrad,1986-02-16,+234772636728,Nigeria,True,True,2021-03-22
23743,Miguel Baxter,1958-11-21,+254722859262,Kenya,True,False,2021-06-29
23744,Whitney Estrada,1950-12-16,+233852945678,Ghana,False,False,2024-02-06
23745,Brett Taylor,1994-01-03,+233877112438,Ghana,False,False,2019-09-30
23746,Gerald Young,1995-04-11,+234755059489,Nigeria,False,True,2021-12-12
23747,Rebekah Carlson,1963-04-15,+233798352469,Ghana,False,False,2019-11-24
23748,Michael Jones,2007-01-12,+234803333430,Nigeria,True,False,2022-09-22
23749,Brooke Hopkins,1957-01-08,+233821922577,Ghana,True,True,2019-07-21
23750,Jessica Burgess,2007-08-31,+234708282140,Nigeria,True,False,2025-05-13
23751,Miranda Smith,1958-09-26,+234789721311,Nigeria,True,False,2023-08-08
23752,Richard Griffith,1958-08-05,+234886348794,Nigeria,True,False,2019-08-17
23753,Amanda Vargas,1960-08-10,+234898565140,Nigeria,True,False,2022-08-19
23754,Ernest Berg,1967-06-08,+234870876855,Nigeria,True,False,2023-01-02
23755,Teresa Beasley,1984-02-22,+234875058161,Nigeria,True,False,2019-03-15
23756,Billy Rice,2007-02-13,+233904696478,Ghana,True,True,2023-03-18
23757,Kristopher Sanchez,1956-03-11,+254754622335,Kenya,True,False,2020-02-14
23758,Mario Miller,1980-02-12,+234846408558,Nigeria,True,False,2021-02-04
23759,David Mitchell,1973-08-06,+233764168650,Ghana,False,False,2020-05-15
23760,Margaret Nunez,1963-04-17,+233891121876,Ghana,True,True,2022-12-25
23761,Karen Jimenez,1999-12-17,+233722148060,Ghana,True,False,2023-11-28
23762,Anthony Blankenship,1974-10-09,+254719366695,Kenya,False,False,2022-04-08
23763,George Richardson,1997-02-16,+234835163689,Nigeria,False,False,2021-11-21
23764,Jamie Campbell,1996-11-14,+233850501660,Ghana,True,False,2026-06-19
23765,Kristi Jacobs,1977-08-05,+234738754574,Nigeria,False,False,2019-11-17
23766,Sherri Maxwell,1955-11-17,+234792946723,Nigeria,True,False,2020-03-19
23767,Jeffrey Perez,1951-10-05,+233873875572,Ghana,True,True,2022-05-15
23768,Regina Frazier,1961-09-30,+234759660856,Nigeria,False,False,2021-11-19
23769,Samuel Malone,1997-07-02,+233908810261,Ghana,True,True,2024-07-07
23770,Nathaniel Rogers,2002-07-24,+234784361028,Nigeria,False,False,2024-03-13
23771,Christopher Lowery,1957-12-07,+234738419389,Nigeria,True,False,2021-02-23
23772,Tracy Hart,2002-03-25,+234735996110,Nigeria,True,False,2019-06-29
23773,Veronica Williamson,1969-02-15,+234836138162,Nigeria,True,False,2019-01-23
23774,Crystal Miller,1968-07-18,+234900005935,Nigeria,True,True,2021-10-17
23775,Kenneth Good,1972-11-04,+234762628096,Nigeria,True,True,2020-03-04
23776,Eric Smith,1984-04-23,+234728311492,Nigeria,True,True,2021-07-14
23777,Kelli Harrison,2003-01-07,+234768285169,Nigeria,True,False,2024-01-01
23778,Dr. Patrick Graham,1990-09-28,+234736162735,Nigeria,True,False,2021-04-17
23779,Karen Foster,1951-12-30,+233742481709,Ghana,True,False,2025-10-15
23780,Stephanie Bishop,1992-10-08,+234764194821,Nigeria,False,False,2019-08-24
23781,Holly Graves,1981-05-14,+254841497098,Kenya,True,True,2023-02-24
23782,Stephanie Guzman,1956-03-31,+234800523533,Nigeria,True,False,2025-04-30
23783,Stephen Harrison,1983-12-03,+233826000671,Ghana,True,False,2020-01-02
23784,Carlos Case,1995-07-09,+234872324313,Nigeria,False,False,2020-05-03
23785,Zachary Cortez,2005-01-29,+234702200952,Nigeria,True,False,2020-01-31
23786,Kevin Rodriguez,1963-03-26,+234785251541,Nigeria,False,False,2020-09-07
23787,Brian Wyatt,1959-01-03,+233825806036,Ghana,True,False,2022-11-10
23788,John Garcia,2006-03-07,+234805147571,Nigeria,True,False,2022-09-15
23789,Henry Sanders,1976-11-08,+234880328628,Nigeria,True,False,2022-04-28
23790,Jack Ward,1952-05-29,+234863449339,Nigeria,True,False,2020-10-10
23791,Brandon Black,2006-07-06,+234750254931,Nigeria,False,False,2019-12-24
23792,Jordan Morales,1970-04-08,+254889132985,Kenya,True,True,2019-05-15
23793,Alicia Castro,1989-05-01,+234736373219,Nigeria,False,True,2022-12-12
23794,Breanna Rios,1987-09-23,+234892012861,Nigeria,True,False,2025-10-19
23795,Brianna Lowery,1993-09-04,+234855639838,Nigeria,True,False,2021-06-04
23796,Alexis Sullivan,1974-06-12,+234778835259,Nigeria,True,True,2021-10-09
23797,Christopher Flores,1986-08-14,+254845372239,Kenya,True,False,2023-10-13
23798,Jesse Kane,1988-12-17,+234893700432,Nigeria,False,False,2026-06-09
23799,Philip Roberts,1995-09-21,+234726307712,Nigeria,False,False,2022-06-15
23800,Maria Thompson,1957-06-18,+234762633130,Nigeria,True,True,2022-09-15
23801,David Sanders,1978-07-18,+234846904234,Nigeria,True,False,2024-03-13
23802,Cory Saunders,1990-05-21,+234846527810,Nigeria,True,False,2025-10-14
23803,Evan Dudley,1970-08-16,+234730710573,Nigeria,False,True,2022-11-23
23804,Alice Morris,1970-06-21,+234729754200,Nigeria,True,False,2021-07-15
23805,Sarah Robinson,1964-06-11,+234771744401,Nigeria,True,False,2025-04-30
23806,Howard Richardson,1982-02-24,+234807087575,Nigeria,True,False,2020-07-27
23807,Crystal Horton,2000-04-21,+234728193774,Nigeria,True,True,2021-11-27
23808,Marissa Diaz,2005-01-29,+234713355891,Nigeria,False,True,2019-03-23
23809,Mario Ball,1997-12-04,+233895020074,Ghana,True,True,2026-01-17
23810,Nicole Garcia,1972-03-30,+234783165043,Nigeria,True,False,2020-10-09
23811,Kaitlyn Haney,1976-07-16,+233769034943,Ghana,True,False,2025-03-10
23812,Cheryl Armstrong,1963-12-02,+233837369544,Ghana,False,False,2020-02-05
23813,Gerald Santiago,1966-11-15,+234884554696,Nigeria,True,True,2019-04-14
23814,Don Miller,1985-08-11,+254775503013,Kenya,True,False,2026-01-14
23815,Mark Huff,1989-09-21,+234748223996,Nigeria,True,False,2025-10-31
23816,Teresa Harris,1959-09-28,+234788312190,Nigeria,False,False,2021-07-02
23817,Mark Henderson,1998-01-21,+234701937585,Nigeria,True,False,2026-06-28
23818,Amanda Williams,1954-08-04,+233829161303,Ghana,True,False,2025-07-26
23819,Michael Torres,1988-07-22,+234850651339,Nigeria,True,True,2025-05-30
23820,Jessica Hill,1965-09-17,+234817945371,Nigeria,False,True,2023-04-26
23821,Jordan Buck,1996-05-11,+234893737154,Nigeria,True,False,2021-01-21
23822,Casey Thomas,1989-04-20,+234710740759,Nigeria,True,True,2025-10-10
23823,Jennifer Lyons,1957-03-12,+234855193180,Nigeria,True,False,2021-02-22
23824,Kathy Potts,1984-12-02,+233896898643,Ghana,False,False,2024-08-15
23825,Tiffany Long,1974-07-02,+234764406415,Nigeria,True,False,2024-07-19
23826,Penny Jones,2005-06-26,+234859485048,Nigeria,True,False,2022-06-18
23827,Aaron Cross,1957-03-16,+234811329134,Nigeria,False,True,2021-04-27
23828,Dawn Coffey,1959-06-14,+233859540743,Ghana,True,False,2025-10-06
23829,Donna Oliver,1957-03-01,+233827172970,Ghana,False,True,2022-03-16
23830,Rebecca Thornton,1960-12-21,+234718767304,Nigeria,False,False,2019-07-24
23831,Brandon Kim,1952-02-23,+254813795016,Kenya,True,False,2023-08-30
23832,Lindsay Mccormick,2003-12-14,+234861843237,Nigeria,True,False,2026-02-19
23833,Anthony Preston,2003-02-25,+233799923298,Ghana,True,True,2021-07-05
23834,Joshua Brown,1967-09-06,+234870417898,Nigeria,False,False,2019-07-23
23835,Eric Watts,1988-06-11,+233828797441,Ghana,True,False,2019-08-30
23836,Jessica Clark,1962-03-13,+234726491114,Nigeria,False,True,2022-05-20
23837,Antonio Lopez,1985-06-25,+234802569102,Nigeria,True,False,2021-01-05
23838,Joel Brown,1981-12-08,+234846679852,Nigeria,True,True,2024-02-05
23839,Derrick Cook,1987-02-02,+234806651151,Nigeria,False,False,2024-04-16
23840,Alexandra David,1979-06-23,+233909043951,Ghana,True,True,2020-09-19
23841,William Clayton,2002-03-08,+233730162010,Ghana,False,False,2020-03-09
23842,Stephanie Hensley,2001-05-23,+234884708640,Nigeria,True,True,2024-12-29
23843,Emily Morrow,1976-06-13,+234759536087,Nigeria,False,True,2019-06-17
23844,Jennifer Lee,1978-11-28,+234770279990,Nigeria,False,True,2020-01-26
23845,Anthony Richmond,2002-06-14,+233842811372,Ghana,False,False,2019-03-02
23846,Patricia Delacruz,1968-06-20,+234718942581,Nigeria,False,False,2023-04-19
23847,Eddie Fuller,1979-10-15,+233763499653,Ghana,False,False,2020-02-04
23848,William Warren,1952-12-20,+234749299843,Nigeria,True,True,2025-12-02
23849,Donald Osborne,1999-01-06,+234906177797,Nigeria,True,True,2024-06-25
23850,Maria Stewart,1969-01-21,+254768799707,Kenya,True,False,2019-07-29
23851,Samuel Morrow,1985-07-04,+234862888166,Nigeria,True,False,2022-12-04
23852,Trevor Jones,1970-04-03,+234733450776,Nigeria,True,False,2026-01-14
23853,Evan Harris,1959-05-31,+234879031780,Nigeria,False,False,2019-08-29
23854,Sherry Christensen,1981-04-20,+234811899936,Nigeria,False,False,2025-08-10
23855,Mr. Robert Davis,1979-12-12,+234774814665,Nigeria,False,False,2022-03-27
23856,Debra Perez,1967-02-26,+234721472057,Nigeria,False,False,2022-08-21
23857,Drew Ramos,1986-03-31,+254806541855,Kenya,True,False,2020-10-27
23858,Pam Perez,2003-11-15,+234801154003,Nigeria,True,False,2019-05-18
23859,Crystal Payne,1979-04-06,+234855839669,Nigeria,True,False,2023-04-26
23860,Sharon Sutton,1955-06-20,+233842692527,Ghana,True,False,2019-08-28
23861,Kristen Collins,2008-01-29,+234740273523,Nigeria,False,False,2021-05-29
23862,Vicki Ibarra,1997-10-28,+233802995770,Ghana,False,False,2024-08-15
23863,Richard Hart,1965-08-25,+234887724511,Nigeria,False,False,2020-01-09
23864,Ricardo Cunningham,1969-02-10,+233836336290,Ghana,True,False,2019-05-06
23865,Darrell Christian,1953-03-01,+234871206908,Nigeria,True,False,2024-12-27
23866,Jacqueline Ayala,1971-09-18,+254823184098,Kenya,True,False,2020-01-17
23867,Mark Gonzalez,1951-11-06,+234743896343,Nigeria,False,False,2021-05-16
23868,Sean Holder,1963-02-22,+234814493441,Nigeria,False,False,2025-08-07
23869,Megan Mercer,1962-02-01,+234827245681,Nigeria,False,False,2019-09-18
23870,Rachael Wu,1962-12-23,+254898144685,Kenya,False,False,2022-10-20
23871,Christine Estrada,2002-09-01,+233707140612,Ghana,False,False,2020-03-04
23872,Brandon Lopez,1983-06-17,+234841246221,Nigeria,False,True,2026-06-12
23873,Charles Tapia,1980-02-25,+254709063292,Kenya,False,False,2023-07-27
23874,Laura Dillon,1983-01-15,+234798747453,Nigeria,False,True,2025-10-30
23875,Peter Lowery,1991-08-08,+234723678469,Nigeria,True,False,2021-07-02
23876,Kristi Adams,1961-11-05,+234730719082,Nigeria,True,True,2026-02-05
23877,Brenda Murphy,1998-12-21,+234745314606,Nigeria,False,False,2025-05-14
23878,Mr. Tyler Patel,1969-06-14,+234886441516,Nigeria,True,True,2024-01-08
23879,Sarah Edwards,1961-08-04,+234886693132,Nigeria,True,False,2025-07-12
23880,Misty Smith,1985-10-12,+234810584550,Nigeria,True,False,2026-06-11
23881,Steven Cortez,2007-02-14,+234716502457,Nigeria,False,False,2019-03-23
23882,Katie Jones,1985-12-31,+234907845508,Nigeria,True,False,2023-05-10
23883,Cassandra Mills,1974-10-28,+234843395437,Nigeria,True,False,2020-01-16
23884,Judy Reynolds,2005-01-16,+234857033125,Nigeria,True,True,2021-12-26
23885,William Black,2003-07-04,+234855348388,Nigeria,True,False,2025-03-30
23886,Kirsten Marshall,1952-12-28,+234785140676,Nigeria,True,True,2025-02-18
23887,Brandon Taylor,1981-04-23,+234728152819,Nigeria,True,False,2025-08-20
23888,Kathleen Taylor,1987-12-28,+234718316840,Nigeria,True,False,2019-02-20
23889,Robert Bruce,1979-10-03,+234789173278,Nigeria,True,True,2025-02-21
23890,Justin Ortega,1998-05-21,+234850233436,Nigeria,True,False,2026-06-23
23891,Colleen Jones,1992-11-24,+234870696694,Nigeria,True,False,2026-02-16
23892,Tina Hughes,2006-02-25,+234831609010,Nigeria,False,False,2022-04-02
23893,Mr. Brian Patel,2006-05-14,+234801011373,Nigeria,True,False,2024-07-19
23894,Whitney Henderson,1987-07-27,+234739794936,Nigeria,True,False,2022-07-30
23895,Lisa Richardson,1974-09-06,+233722517572,Ghana,False,False,2023-05-22
23896,Brian Long,2005-07-21,+234710626490,Nigeria,False,False,2019-09-20
23897,Peter Jones,1994-07-14,+254790383766,Kenya,True,True,2020-03-03
23898,Pamela Kemp,2002-06-27,+234765520775,Nigeria,False,True,2021-05-25
23899,David Johnson,1958-12-12,+234758286382,Nigeria,True,True,2020-06-01
23900,Gregory Andrade,1957-05-13,+234836367556,Nigeria,False,False,2022-08-09
23901,Andrew Patterson,2004-02-12,+233785055228,Ghana,True,False,2023-10-07
23902,Tonya Mccann,1990-02-26,+234893759337,Nigeria,True,True,2020-02-24
23903,Cassandra Mullen,1951-09-27,+234853391388,Nigeria,True,True,2020-09-18
23904,Mrs. Carol Salazar,1974-01-15,+234868666327,Nigeria,True,False,2022-05-27
23905,Shawn Mitchell,1955-01-08,+254758261091,Kenya,True,False,2023-10-06
23906,Dominique Gutierrez,1990-11-06,+234795165988,Nigeria,False,True,2026-01-13
23907,Patricia Frazier,1953-09-01,+233861560399,Ghana,True,False,2024-11-19
23908,Nancy Page,1955-05-17,+233823332786,Ghana,False,False,2024-06-26
23909,Nicole Brown,1999-05-08,+234832488049,Nigeria,True,True,2023-05-02
23910,Gregory Anderson,1957-03-20,+234701824048,Nigeria,True,False,2019-07-04
23911,Regina Hernandez,1998-08-20,+254700983480,Kenya,False,False,2025-12-09
23912,Debbie Colon,1992-11-30,+234795129591,Nigeria,True,False,2025-06-10
23913,Randy Houston,1953-10-15,+234729209620,Nigeria,True,False,2020-09-11
23914,James Rodriguez,1979-02-19,+233828692480,Ghana,True,False,2019-06-22
23915,Lindsey Henderson,1984-02-17,+234847157778,Nigeria,True,False,2024-12-15
23916,Maria Morrow,1970-12-09,+233835863549,Ghana,True,False,2021-12-08
23917,Alyssa Rodriguez,1952-08-21,+234880023046,Nigeria,False,False,2023-02-23
23918,Larry Cook,2000-10-23,+234747010921,Nigeria,True,False,2020-11-26
23919,Timothy Graves,1985-01-29,+234819522776,Nigeria,False,False,2019-08-02
23920,Kelly Baker,1960-02-08,+234860914838,Nigeria,True,False,2022-02-24
23921,Jesse Reynolds,1978-11-04,+234890783086,Nigeria,False,True,2025-09-24
23922,Chad Evans,1990-11-12,+234845890839,Nigeria,True,False,2022-07-16
23923,Virginia Bentley,1968-11-21,+234855189302,Nigeria,False,True,2023-07-09
23924,Clinton Jensen,1978-11-28,+233776168592,Ghana,False,False,2024-09-25
23925,Danielle Santos,1986-07-30,+234701927319,Nigeria,True,True,2022-03-16
23926,Amy Brady,1960-04-07,+233870856850,Ghana,True,False,2022-05-17
23927,Benjamin Jackson,1970-03-24,+233725667744,Ghana,True,False,2022-09-25
23928,Joshua Adams,1982-08-28,+234785347503,Nigeria,True,False,2021-11-13
23929,Alfred Hall,2004-01-24,+234801470155,Nigeria,True,True,2025-09-20
23930,Crystal Davis,1954-06-27,+234797099176,Nigeria,False,False,2021-09-06
23931,Stephanie Johnson,1987-11-16,+234882233249,Nigeria,True,False,2026-05-27
23932,Curtis Cole,1965-08-13,+233753471843,Ghana,True,True,2022-12-13
23933,Jonathan Mccann,1991-03-17,+234854620388,Nigeria,False,True,2024-06-29
23934,Yvonne Hobbs,1956-02-29,+254895207678,Kenya,True,False,2025-08-09
23935,Marcus Wilson,1956-06-29,+234781818259,Nigeria,True,False,2023-05-27
23936,Jesse Grant,1967-02-05,+233796517506,Ghana,False,False,2026-05-30
23937,Matthew Johnson,1976-06-13,+234743416607,Nigeria,True,True,2023-04-20
23938,Karen Johns,1957-10-19,+234880921111,Nigeria,True,False,2025-12-06
23939,Jeffrey Acosta,1983-09-12,+233902142441,Ghana,True,True,2025-08-25
23940,Kyle Brown,2003-02-26,+254776207114,Kenya,True,False,2022-03-27
23941,Joseph Green,1986-12-22,+234752854060,Nigeria,False,False,2026-04-15
23942,Eric Maldonado,1986-10-24,+234745043610,Nigeria,True,False,2019-06-11
23943,Michael Fleming,1999-08-07,+234902856659,Nigeria,True,False,2022-09-26
23944,Susan Adams,1951-11-23,+234707256737,Nigeria,True,False,2024-07-31
23945,Rodney Smith,1984-01-04,+233721147822,Ghana,True,False,2024-11-08
23946,Teresa Hicks,1996-08-23,+234743556034,Nigeria,True,False,2025-08-13
23947,Mandy Bell,1976-01-19,+234857338182,Nigeria,True,False,2024-09-24
23948,David Harrison,2008-02-11,+234870603581,Nigeria,True,False,2024-06-14
23949,John Booth,1955-06-13,+233870417888,Ghana,True,False,2024-07-19
23950,Lisa Williams,1965-04-02,+234810665630,Nigeria,False,False,2025-07-23
23951,Carl Johnson,1993-06-02,+234882572492,Nigeria,False,False,2019-09-24
23952,Samuel Faulkner,1969-10-14,+234712234459,Nigeria,True,False,2026-01-12
23953,Stephen Holt,2004-07-22,+254881520897,Kenya,True,False,2022-02-02
23954,Carl Stuart,1977-12-14,+233862316805,Ghana,False,True,2025-01-08
23955,Crystal Waters,2002-08-25,+234881639034,Nigeria,True,True,2023-02-10
23956,Dennis Castro,1989-01-18,+234780935231,Nigeria,False,True,2022-12-23
23957,Tara Christian,1971-12-26,+234881344304,Nigeria,True,False,2019-02-13
23958,Joseph Chung,1975-07-21,+234852931951,Nigeria,False,False,2024-10-04
23959,Dennis Warren,1981-08-23,+233810921578,Ghana,False,True,2022-11-12
23960,Daniel Harris,1978-11-27,+254776966317,Kenya,False,False,2025-01-12
23961,Nicole Terry,1985-08-25,+234786109742,Nigeria,True,False,2020-06-19
23962,James Aguirre,1999-11-29,+234726962204,Nigeria,False,False,2026-05-16
23963,Amy Burton,1962-12-09,+234882071749,Nigeria,True,False,2022-07-30
23964,Veronica Mcdonald,1974-05-11,+233726986103,Ghana,True,False,2024-02-17
23965,Angela Miller,1981-04-16,+234741564362,Nigeria,False,True,2019-07-05
